Id,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,BsmtFullBath,GarageCars,SalePrice
981,7,9,1961,2007,944,999,1,2,178400
982,8,5,1998,1999,1225,2612,1,3,336000
983,7,5,2007,2007,1266,1266,0,2,159895
984,8,5,2002,2002,1128,2290,0,2,255900
985,5,5,1977,1977,0,1734,0,2,126000
986,5,5,1950,1950,1164,1164,1,1,125000
987,6,8,1910,2003,485,1635,0,1,117000
988,9,5,2009,2010,1930,1940,1,3,395192
989,6,6,1976,1976,848,2030,0,2,195000
990,7,5,2006,2006,770,1576,0,2,197000
991,8,5,1997,1998,1396,2392,1,3,348000
992,8,9,1882,1986,916,1742,0,2,168000
993,6,8,1964,1993,822,1851,0,2,187000
994,6,5,2005,2006,750,1500,0,2,173900
995,10,5,2006,2007,1700,1718,1,3,337500
996,4,7,1946,1950,747,1230,1,1,121600
997,5,6,1961,1961,1050,1050,1,1,136500
998,6,6,1970,1970,1442,1442,0,2,185000
999,3,4,1922,1950,1007,1077,0,1,91000
1000,7,5,2006,2006,1187,1208,1,2,206000
1001,3,3,1952,1952,0,944,0,2,82000
1002,5,6,1920,1950,691,691,0,1,86000
1003,8,5,2006,2006,1574,1574,0,3,232000
1004,5,6,1976,1976,1680,1680,0,2,136905
1005,7,5,2005,2006,1346,1504,0,2,181000
1006,5,8,1977,1977,985,985,0,1,149900
1007,6,3,1970,1970,1657,1657,0,2,163500
1008,4,4,1970,1970,546,1092,0,1,88000
1009,7,5,2004,2005,1710,1710,0,2,240000
1010,5,5,1926,1950,1008,1522,0,0,102000
1011,5,5,1948,1950,720,1271,0,1,135000
1012,5,5,1965,1965,0,1664,0,0,100000
1013,6,7,1923,1996,602,1502,0,1,165000
1014,5,4,1910,2006,1022,1022,1,1,85000
1015,6,5,1948,1950,1082,1082,0,1,119200
1016,8,6,2001,2001,810,1665,1,2,227000
1017,7,5,1996,1996,1504,1504,1,2,203000
1018,8,5,1984,1984,1220,1360,1,2,187500
1019,7,5,1991,1992,384,1472,0,2,160000
1020,7,5,2005,2005,1362,1506,0,2,213490
1021,4,5,2005,2005,1132,1132,1,2,176000
1022,7,5,2006,2006,1199,1220,1,2,194000
1023,5,5,1930,1950,912,1248,0,1,87000
1024,7,5,2005,2006,1346,1504,0,2,191000
1025,8,6,1976,1976,1565,2898,1,2,287000
1026,5,5,1972,1972,882,882,1,2,112500
1027,5,5,1960,1960,1268,1264,1,2,167500
1028,8,5,2007,2008,1638,1646,1,3,293077
1029,5,5,1941,1950,768,1376,1,1,105000
1030,6,7,1972,1972,672,1218,0,1,118000
1031,5,8,1916,1995,686,1928,0,0,160000
1032,7,3,1920,1970,824,3082,1,2,197000
1033,8,7,1993,1993,1338,2520,1,3,310000
1034,7,5,2002,2002,1654,1654,1,3,230000
1035,5,7,1938,1950,920,954,0,1,119750
1036,4,3,1957,1957,0,845,0,1,84000
1037,9,5,2007,2008,1620,1620,1,3,315500
1038,8,5,2001,2002,1055,2263,0,2,287000
1039,4,6,1970,2008,546,1344,0,0,97000
1040,4,4,1970,1970,630,630,1,1,80000
1041,5,4,1957,2000,1134,1803,1,2,155000
1042,6,8,1966,2000,800,1632,0,2,173000
1043,6,5,2005,2005,1306,1306,1,2,196000
1044,7,5,1990,1990,1475,2329,1,2,262280
1045,8,5,1981,1981,2524,2524,1,2,278000
1046,3,5,1955,1955,0,1733,0,2,139600
1047,9,5,2005,2006,1992,2868,0,3,556581
1048,5,5,1994,1995,990,990,0,2,145000
1049,5,4,1960,2006,0,1771,0,2,115000
1050,4,7,1946,2006,0,930,0,1,84900
1051,7,5,2007,2007,1302,1302,0,2,176485
1052,7,5,2007,2007,1316,1316,0,2,200141
1053,6,6,1964,1978,816,1977,0,2,165000
1054,5,6,1957,2002,1216,1526,0,1,144500
1055,8,5,2002,2002,1065,1989,1,2,255000
1056,6,5,1976,1976,1193,1523,0,2,180000
1057,7,5,2005,2005,1364,1364,1,2,185850
1058,7,6,1994,1994,973,1850,0,2,248000
1059,9,5,2008,2008,1104,2184,1,3,335000
1060,6,7,1932,1950,854,1991,0,2,220000
1061,8,5,2001,2001,1338,1338,1,2,213500
1062,3,4,1935,1950,894,894,0,3,81000
1063,5,5,1900,1950,662,2337,0,2,90000
1064,6,6,1925,1980,1103,1103,0,2,110500
1065,5,6,1966,1966,1154,1154,0,2,154000
1066,7,5,1996,1997,1306,2260,1,2,328000
1067,6,7,1993,1994,799,1571,0,2,178000
1068,6,6,1964,1964,780,1611,1,2,167900
1069,6,4,1973,1973,942,2521,1,2,151400
1070,5,7,1949,2003,845,893,0,2,135000
1071,5,5,1956,1956,1048,1048,1,1,135000
1072,6,6,1968,1968,727,1556,0,2,154000
1073,5,3,1948,1950,810,1456,1,1,91500
1074,6,6,1977,1977,690,1426,0,2,159500
1075,7,5,2006,2006,1240,1240,0,3,194000
1076,7,6,1940,1984,800,1740,0,1,219500
1077,5,8,1936,1989,796,1466,0,2,170000
1078,5,5,1969,1969,1096,1096,1,1,138800
1079,6,5,2004,2004,848,848,1,2,155900
1080,5,5,1994,1994,990,990,0,1,126000
1081,6,7,1971,2004,1258,1258,0,2,145000
1082,5,5,1963,1963,1040,1040,1,1,133000
1083,7,5,2002,2002,1459,1459,0,2,192000
1084,6,6,1964,1964,1251,1251,1,1,160000
1085,6,5,1995,1996,691,1498,0,2,187500
1086,6,6,1992,1992,936,996,1,2,147000
1087,4,5,1973,1973,546,1092,0,1,83500
1088,8,5,2005,2006,1082,1953,0,3,252000
1089,7,5,2004,2004,970,1709,0,2,137500
1090,8,5,2005,2005,1247,1247,1,2,197000
1091,3,4,1950,1950,0,1040,0,2,92900
1092,7,5,1999,2000,600,1252,1,2,160000
1093,6,5,1925,1950,1181,1694,0,2,136500
1094,5,8,1965,1998,864,1200,1,2,146000
1095,5,7,1956,2000,936,936,1,1,129000
1096,6,5,2006,2006,1314,1314,0,2,176432
1097,6,7,1914,2006,684,1355,0,0,127000
1098,8,5,1986,1986,1074,1088,0,2,170000
1099,4,6,1936,1950,672,1324,0,1,128000
1100,7,5,1978,1978,1271,1601,0,2,157000
1101,2,5,1920,1950,290,438,0,1,60000
1102,5,5,1971,1971,950,950,0,1,119500
1103,5,7,1960,2002,1010,1134,0,1,135000
1104,6,6,1959,1959,655,1194,0,2,159500
1105,5,5,1970,1970,630,1302,0,2,106000
1106,8,5,1994,1995,1463,2622,1,2,325000
1107,7,5,1990,1991,910,1442,1,2,179900
1108,7,5,2006,2006,868,2021,0,2,274725
1109,6,5,2000,2000,924,1690,0,2,181000
1110,8,5,2004,2005,1836,1836,1,3,280000
1111,6,5,1995,1996,773,1658,1,2,188000
1112,7,6,1976,1976,803,1964,0,2,205000
1113,5,7,1957,1957,816,816,1,1,129900
1114,5,7,1953,2006,1008,1008,1,1,134500
1115,5,7,1954,2000,833,833,0,1,117000
1116,8,5,2007,2007,1734,1734,1,3,318000
1117,8,5,2002,2002,408,1419,1,2,184100
1118,5,7,1967,2003,894,894,1,2,130000
1119,5,6,1958,1987,533,1601,0,1,140000
1120,5,5,1959,1959,1040,1040,0,1,133700
1121,6,5,1920,1950,1012,1012,0,1,118400
1122,7,5,2005,2006,1552,1552,0,3,212900
1123,4,3,1956,1956,672,960,0,1,112000
1124,5,9,1947,2008,698,698,0,0,118000
1125,7,5,1992,1992,384,1482,0,2,163900
1126,4,5,1955,1955,1005,1005,0,2,115000
1127,7,5,2007,2007,1373,1555,0,3,174000
1128,7,5,2004,2004,1530,1530,1,3,259000
1129,7,5,2004,2005,847,1959,0,2,215000
1130,5,5,1980,1980,936,936,1,2,140000
1131,4,3,1928,1950,1122,1981,1,2,135000
1132,5,5,1991,1992,974,974,0,0,93500
1133,6,4,1880,1950,1008,2210,0,1,117500
1134,8,5,1995,1995,1128,2020,0,2,239500
1135,6,5,1997,1997,916,1600,0,2,169000
1136,6,5,1926,1950,960,986,0,1,102000
1137,6,5,1950,1950,1032,1252,0,1,119000
1138,5,8,1875,1996,780,1020,0,0,94000
1139,6,5,1977,1977,1567,1567,1,2,196000
1140,5,5,1920,1950,915,1167,0,2,144000
1141,5,7,1951,1951,952,952,1,2,139000
1142,5,7,1976,1976,780,1868,1,2,197500
1143,8,5,2006,2007,1466,2828,1,3,424870
1144,5,3,1959,1959,1006,1006,0,0,80000
1145,4,4,1941,1950,672,924,1,1,80000
1146,5,6,1928,1950,1042,1576,0,1,149000
1147,6,5,1985,1985,1298,1298,1,2,180000
1148,7,7,1941,1950,704,1564,0,1,174500
1149,7,7,1926,1950,572,1111,0,1,116900
1150,7,9,1920,1988,650,1482,0,2,143000
1151,6,5,1950,1950,932,932,0,1,124000
1152,5,4,1959,1959,1466,1466,0,2,149900
1153,6,7,1956,2004,1073,1811,0,2,230000
1154,6,8,1930,2007,816,816,0,1,120500
1155,7,6,1965,1988,864,1820,0,2,201800
1156,5,8,1976,2004,1437,1437,1,2,218000
1157,5,8,1965,1999,1219,1265,0,2,179900
1158,7,5,2007,2008,1314,1314,1,2,230000
1159,8,5,2007,2008,1580,1580,0,3,235128
1160,6,6,1974,1974,901,1876,0,2,185000
1161,6,5,1978,1978,855,1456,0,2,146000
1162,6,7,1954,2006,1296,1640,1,2,224000
1163,5,5,1968,1968,894,894,0,2,129000
1164,4,4,1969,1969,1198,1258,2,2,108959
1165,5,7,1978,1978,1360,1432,1,2,194000
1166,7,5,2009,2009,1502,1502,0,2,233170
1167,8,5,2008,2008,1694,1694,0,3,245350
1168,6,5,2000,2000,959,1671,1,2,173000
1169,6,7,1935,1986,1127,2108,0,2,235000
1170,10,5,1995,1996,1930,3627,1,3,625000
1171,6,6,1977,1977,1096,1118,1,1,171000
1172,6,6,1958,1958,1261,1261,1,2,163000
1173,7,5,2006,2007,625,1250,0,2,171900
1174,5,6,1946,1994,1598,3086,0,0,200500
1175,6,8,1932,1950,952,2345,0,2,239000
1176,8,5,1992,2000,1683,2872,0,2,285000
1177,5,5,1984,1985,876,923,1,1,119500
1178,6,8,1926,2004,818,1224,0,1,115000
1179,5,6,1921,1950,731,1343,0,1,154900
1180,5,5,1954,1954,0,1124,0,0,93000
1181,7,5,1990,1991,1216,2514,0,2,250000
1182,8,5,2008,2008,1600,1652,1,2,392500
1183,10,5,1996,1996,2396,4476,1,3,745000
1184,5,6,1920,1950,1120,1130,1,2,120000
1185,5,4,1963,1963,1572,1572,1,3,186700
1186,5,7,1924,1950,784,1221,1,1,104900
1187,3,5,1900,1970,978,1699,1,2,95000
1188,8,5,1994,1995,1624,1624,1,3,262000
1189,7,5,2002,2002,831,1660,0,2,195000
1190,7,5,1999,1999,994,1804,0,2,189000
1191,4,4,1961,1975,1249,1622,1,4,168000
1192,8,5,1999,2000,776,1441,0,2,174000
1193,5,8,1925,1994,702,1472,0,1,125000
1194,6,5,1999,1999,1224,1224,1,2,165000
1195,6,7,1969,1969,663,1352,0,1,158000
1196,6,5,2005,2005,728,1456,0,2,176000
1197,7,5,2006,2006,879,1863,0,3,219210
1198,7,6,1916,1950,815,1690,0,1,144000
1199,7,5,2001,2001,1212,1212,0,2,178000
1200,4,5,1963,1979,1051,1382,0,2,148000
1201,4,5,1970,1970,864,864,0,1,116050
1202,7,5,1998,1998,866,1779,0,2,197900
1203,5,8,1925,1997,884,1348,1,1,117000
1204,7,5,2000,2001,1630,1630,0,2,213000
1205,5,6,1975,1975,1056,1074,1,2,153500
1206,7,7,1990,1991,2158,2196,0,3,271900
1207,4,4,1966,1966,1056,1056,1,1,107000
1208,6,5,2003,2003,1682,1700,1,2,200000
1209,5,7,1962,1980,931,1283,1,2,140000
1210,8,5,2006,2006,1660,1660,1,2,290000
1211,6,5,1992,1992,1055,1845,0,2,189000
1212,8,7,1988,2005,559,1752,0,2,164000
1213,4,6,1941,1950,672,672,1,1,113000
1214,4,9,1965,2001,648,960,1,1,145000
1215,5,5,1962,1962,925,999,1,1,134500
1216,5,5,1966,1966,894,894,0,1,125000
1217,6,5,1978,1978,0,1902,0,2,112000
1218,8,5,2009,2009,1300,1314,1,2,229456
1219,4,5,1947,1950,0,912,0,0,80500
1220,6,5,1971,1971,672,1218,0,0,91500
1221,5,5,1964,1964,912,912,0,1,115000
1222,5,5,1968,1968,952,1211,0,1,134000
1223,6,6,1949,1950,1040,1846,0,1,143000
1224,5,3,1951,1951,2136,2136,0,2,137900
1225,7,5,2004,2005,788,1490,1,2,184000
1226,6,8,1958,1958,588,1138,0,1,145000
1227,6,5,2007,2007,894,1933,0,3,214000
1228,5,8,1965,2008,912,912,1,2,147000
1229,9,5,2008,2008,1702,1702,1,3,367294
1230,5,5,1960,1960,1075,1507,0,1,127000
1231,5,5,1977,1977,1361,2620,0,2,190000
1232,5,6,1962,1962,1106,1190,1,2,132500
1233,4,5,1962,1962,0,1224,0,2,101800
1234,5,5,1959,1959,1188,1188,1,2,142000
1235,5,6,1911,1950,940,1964,0,0,130000
1236,5,5,1914,1950,747,1784,0,1,138887
1237,7,5,2003,2003,764,1626,0,2,175500
1238,7,5,2004,2005,847,1948,0,2,195000
1239,6,5,2005,2005,1141,1141,0,2,142500
1240,8,5,2006,2006,1476,1484,0,2,265900
1241,7,5,2003,2003,884,1768,1,2,224900
1242,7,6,2007,2007,1689,1689,0,3,248328
1243,7,6,1974,1974,1053,1173,1,2,170000
1244,10,5,2006,2006,2076,2076,1,3,465000
1245,8,7,1929,1950,792,1517,0,2,230000
1246,6,7,1984,2003,585,1868,0,2,178000
1247,7,5,2005,2006,756,1553,0,2,186500
1248,6,5,1976,1976,1012,1034,1,3,169900
1249,6,5,1917,1950,735,2058,0,2,129500
1250,5,7,1950,1950,876,988,0,1,119000
1251,7,5,1968,1968,2110,2110,1,2,244000
1252,7,5,2003,2003,1405,1405,0,2,171750
1253,5,6,1968,1968,864,874,1,1,130000
1254,7,7,1974,2003,1192,2167,1,2,294000
1255,7,5,2003,2004,746,1656,0,2,165400
1256,6,6,1931,1950,884,1367,0,1,127500
1257,8,5,1994,1994,1986,1987,1,2,301500
1258,5,8,1922,1950,864,864,0,0,99900
1259,7,5,2005,2005,856,1166,1,2,190000
1260,6,8,1969,1969,1054,1054,1,2,151000
1261,6,5,1999,1999,841,1675,0,2,181000
1262,5,6,1956,1956,1050,1050,0,1,128900
1263,4,5,1957,1989,1104,1788,1,1,161500
1264,6,6,1919,1950,764,1824,0,2,180500
1265,6,5,1998,1999,1405,1337,1,2,181000
1266,7,5,1999,1999,691,1452,1,2,183900
1267,7,4,1910,1950,925,1889,0,1,122000
1268,9,5,2008,2009,2002,2018,0,3,378500
1269,8,9,1935,1997,728,3447,0,3,381000
1270,5,5,1958,1958,874,1524,0,1,144000
1271,7,6,1979,1979,1332,1524,2,2,260000
1272,6,7,1968,1968,1489,1489,0,2,185750
1273,5,6,1965,1965,935,935,1,1,137000
1274,6,7,1959,2006,1019,1357,1,1,177000
1275,5,6,1910,2003,661,1250,0,2,139000
1276,5,5,1948,1950,928,1920,0,2,137000
1277,6,6,1972,1972,723,1395,0,2,162000
1278,6,5,1967,1976,1680,1724,1,2,197900
1279,8,5,2002,2002,1128,2031,1,2,237000
1280,4,4,1920,1950,698,1128,0,2,68400
1281,7,5,2002,2002,1573,1573,1,2,227000
1282,7,5,1990,1990,1309,1339,1,2,180000
1283,5,7,1977,2008,1040,1040,0,2,150500
1284,6,5,1971,1971,912,1824,0,0,139000
1285,6,7,1919,1990,804,2447,0,1,169000
1286,6,6,1939,1950,780,1412,0,1,132500
1287,6,5,1963,1963,1328,1328,1,2,143000
1288,5,5,1964,1964,1624,1582,0,2,190000
1289,8,5,2000,2000,1501,1659,1,2,278000
1290,8,5,2006,2006,1085,1970,0,3,281000
1291,5,7,1964,1964,1152,1152,1,2,180500
1292,5,7,1972,1972,630,1302,0,1,119500
1293,5,4,1892,1965,994,2372,0,1,107500
1294,7,5,1976,1976,832,1664,0,2,162900
1295,5,7,1955,1990,864,864,1,2,115000
1296,5,5,1968,1968,1052,1052,1,1,138500
1297,5,6,1963,1963,1120,1128,1,2,155000
1298,6,5,2005,2006,547,1072,1,2,140000
1299,10,5,2008,2008,6110,5642,2,2,160000
1300,5,7,1959,1994,1246,1246,1,1,154000
1301,7,5,1999,1999,978,1983,0,2,225000
1302,6,7,1942,1950,771,1494,0,1,177500
1303,8,5,1994,1994,1165,2526,1,3,290000
1304,7,5,2005,2005,1616,1616,0,3,232000
1305,7,5,2004,2004,976,1708,0,2,130000
1306,9,5,2006,2007,1652,1652,1,2,325000
1307,7,5,2005,2006,1368,1368,0,2,202500
1308,5,5,1994,1995,990,990,1,2,138000
1309,5,7,1948,2005,924,1122,1,2,147000
1310,6,5,1991,1991,1278,1294,1,2,179200
1311,7,8,1959,2002,1902,1902,1,2,335000
1312,7,5,2005,2007,1274,1274,1,2,203000
1313,8,5,1990,1990,1453,2810,0,2,302000
1314,9,5,1999,1999,1393,2599,0,3,333168
1315,4,6,1954,1954,948,948,1,1,119000
1316,6,5,1969,1969,952,2112,0,2,206900
1317,8,5,2008,2008,1622,1630,1,3,295493
1318,7,5,2006,2007,1352,1352,0,2,208900
1319,8,5,2001,2002,1753,1787,0,3,275000
1320,4,5,1954,1954,864,948,0,1,111000
1321,6,3,1957,1957,1478,1478,1,2,156500
1322,3,6,1949,1950,0,720,0,1,72500
1323,7,5,1992,1992,750,1923,1,2,190000
1324,4,7,1940,1950,420,708,0,0,82500
1325,8,5,2006,2007,1795,1795,0,3,147000
1326,4,4,1922,1950,796,796,0,0,55000
1327,3,6,1931,2006,544,774,0,0,79000
1328,5,9,1982,2008,816,816,0,1,130500
1329,6,7,1920,1950,1510,2792,0,2,256000
1330,7,5,1998,1998,935,1632,0,2,176500
1331,8,5,2006,2006,1588,1588,0,3,227000
1332,5,5,1976,1976,911,954,0,2,132500
1333,4,6,1938,1958,816,816,1,1,100000
1334,5,6,1938,1995,803,1360,0,1,125500
1335,5,6,1970,1970,765,1365,0,2,125000
1336,6,5,1977,1977,1350,1334,0,2,167900
1337,5,5,1973,1973,1656,1656,0,2,135000
1338,4,4,1941,1950,693,693,0,0,52500
1339,7,5,2002,2002,916,1861,1,2,200000
1340,5,7,1972,1972,864,864,0,1,128500
1341,4,5,1971,1971,858,872,0,4,123000
1342,6,5,2003,2004,1114,1114,1,2,155000
1343,8,5,2002,2002,1284,2169,0,2,228500
1344,6,6,1928,1950,896,1913,0,2,177000
1345,7,5,2006,2006,728,1456,0,2,155835
1346,4,4,1920,1950,960,960,0,1,108500
1347,7,7,1968,2003,1568,2156,0,2,262500
1348,8,5,2006,2007,1732,1776,1,3,283463
1349,7,5,1998,1998,1482,1494,1,2,215000
1350,8,5,1872,1987,684,2358,0,0,122000
1351,5,5,1969,1969,1248,2634,1,4,200000
1352,6,6,1962,1962,858,1716,0,2,171000
1353,6,9,1937,2000,698,1176,0,2,134900
1354,8,5,1995,1996,2033,3238,1,3,410000
1355,7,5,2000,2000,992,1865,1,3,235000
1356,7,6,1968,1992,570,1920,0,2,170000
1357,5,5,1966,1966,864,892,0,1,110000
1358,5,6,1971,2008,1078,1078,1,2,149900
1359,6,5,2000,2000,756,1573,0,2,177500
1360,9,5,2004,2005,1980,1980,1,3,315000
1361,5,6,1921,1998,612,2601,0,2,189000
1362,7,5,2005,2005,1530,1530,1,2,260000
1363,4,4,1920,2007,715,1738,0,1,104900
1364,6,5,2006,2007,616,1412,0,2,156932
1365,7,5,2005,2005,600,1200,0,2,144152
1366,7,5,2000,2000,814,1674,1,2,216000
1367,7,5,1999,1999,873,1790,1,2,193000
1368,5,6,1977,1977,757,1475,0,1,127000
1369,6,5,2003,2004,848,848,1,2,144000
1370,8,5,2003,2003,1657,1668,1,2,232000
1371,4,6,1920,1950,840,1374,0,1,105000
1372,6,6,1955,1996,992,1661,1,1,165500
1373,7,6,1998,1998,1108,2097,1,2,274300
1374,10,5,2001,2002,2633,2633,1,3,466500
1375,7,5,2005,2005,1026,1958,0,3,250000
1376,8,5,2007,2007,1571,1571,0,3,239000
1377,6,5,1930,1950,768,790,0,1,91000
1378,5,5,1941,1960,984,1604,0,2,117000
1379,6,5,1973,1973,483,987,0,1,83000
1380,5,5,2006,2007,384,1394,0,2,167500
1381,3,3,1914,1950,864,864,1,1,58500
1382,6,7,1970,1970,1205,2117,0,2,237500
1383,7,7,1920,1950,596,1762,1,2,157000
1384,5,7,1918,2007,816,1416,0,2,112000
1385,6,5,1939,1950,560,1258,0,1,105000
1386,4,8,1922,2007,796,1154,1,1,125500
1387,7,5,1978,1978,1392,2784,1,2,250000
1388,6,7,1916,1950,714,2526,0,1,136000
1389,9,5,2006,2007,1746,1746,1,3,377500
1390,6,6,1941,1950,735,1218,0,2,131000
1391,7,5,2000,2000,1525,1525,1,2,235000
1392,5,5,1967,1967,1584,1584,0,3,124000
1393,5,5,1967,1967,864,900,1,1,123000
1394,6,7,1905,2000,482,1912,0,2,163000
1395,7,5,2006,2006,1356,1500,1,3,246578
1396,8,5,2005,2006,1094,2482,0,3,281213
1397,5,5,1948,1950,747,1687,1,2,160000
1398,5,8,1920,2004,939,1513,0,1,137500
1399,5,4,1950,1982,1208,1904,1,1,138000
1400,6,6,1925,1990,976,1608,0,1,137450
1401,6,7,1929,1950,862,1158,0,1,120000
1402,6,5,2004,2004,839,1593,1,2,193000
1403,7,5,2006,2006,1286,1294,0,2,193879
1404,8,5,2007,2007,1485,1464,1,3,282922
1405,3,4,1915,1950,672,1214,0,3,105000
1406,8,5,2004,2005,1594,1646,1,2,275000
1407,5,7,1972,2007,768,768,1,2,133000
1408,5,5,1985,1985,833,833,1,0,112000
1409,4,7,1910,1950,622,1363,0,2,125500
1410,7,6,1986,1991,791,2093,0,2,215000
1411,7,5,2001,2001,944,1840,1,2,230000
1412,6,8,1950,2005,856,1668,0,1,140000
1413,4,5,1949,1950,0,1040,0,2,90000
1414,8,5,2005,2006,1844,1844,1,2,257000
1415,6,7,1923,2000,833,1848,0,2,207000
1416,7,5,2007,2007,1386,1569,0,3,175900
1417,4,6,1885,1950,777,2290,0,2,122500
1418,8,5,1998,1998,1284,2450,1,3,340000
1419,5,5,1963,1963,1144,1144,1,1,124000
1420,6,5,1969,1969,1844,1844,1,2,223000
1421,6,6,1968,1968,708,1416,0,2,179900
1422,6,5,1977,1977,1069,1069,0,2,127500
1423,6,5,2003,2003,848,848,1,2,136500
1424,6,7,1966,1966,697,2201,0,2,274970
1425,5,5,1958,1983,1024,1344,1,1,144000
1426,6,6,1959,1959,1252,1252,0,2,142000
1427,7,5,1994,1994,1223,2127,1,2,271000
1428,5,6,1945,1950,913,1558,1,1,140000
1429,5,7,1940,1992,788,804,1,1,119000
1430,6,7,1981,1981,1440,1440,0,2,182900
1431,5,5,2005,2005,732,1838,0,2,192140
1432,6,6,1976,1976,958,958,0,2,143750
1433,4,6,1927,2007,656,968,0,1,64500
1434,6,5,2000,2000,936,1792,1,2,186500
1435,5,5,1977,1977,1126,1126,1,2,160000
1436,6,9,1962,2005,1319,1537,1,2,174000
1437,4,6,1971,1971,864,864,0,2,120500
1438,8,5,2008,2008,1932,1932,1,3,394617
1439,6,7,1957,1996,912,1236,1,2,149700
1440,7,6,1979,1979,539,1725,0,2,197000
1441,6,7,1922,1994,588,2555,0,2,191000
1442,6,5,2004,2004,848,848,1,2,149300
1443,10,5,2008,2008,1017,2007,1,3,310000
1444,6,6,1916,1950,952,952,0,1,121000
1445,7,5,2004,2004,1422,1422,0,2,179600
1446,6,5,1966,1966,814,913,1,1,129000
1447,5,7,1962,1962,1188,1188,0,1,157900
1448,8,5,1995,1996,1220,2090,1,2,240000
1449,4,7,1910,2000,560,1346,0,1,112000
1450,5,7,1970,1970,630,630,1,0,92000
1451,5,5,1974,1974,896,1792,0,0,136000
1452,8,5,2008,2009,1573,1578,0,3,287090
1453,5,5,2005,2005,547,1072,1,2,145000
1454,5,5,2006,2006,1140,1140,0,0,84500
1455,7,5,2004,2005,1221,1221,1,2,185000
1456,6,5,1999,2000,953,1647,0,2,175000
1457,6,6,1978,1988,1542,2073,1,2,210000
1458,7,9,1941,2006,1152,2340,0,1,266500
1459,5,6,1950,1996,1078,1078,1,1,142125
1460,5,6,1965,1965,1256,1256,1,1,147500